city,lat,lng,country,iso2,admin_name,capital,population,population_proper
La Huacana,18.9625,-101.8069,Mexico,MX,Michoacán de Ocampo,minor,9374,9374
Zacualpan de Amilpas,18.7836,-98.7594,Mexico,MX,Morelos,minor,9370,9370
Ecatzingo,18.9500,-98.7500,Mexico,MX,México,minor,9369,9369
Choix,26.7061,-108.3219,Mexico,MX,Sinaloa,minor,9306,9306
Altamirano,16.7361,-92.0389,Mexico,MX,Chiapas,minor,9200,9200
Amatlán de los Reyes,18.8457,-96.9149,Mexico,MX,Veracruz,minor,9123,9123
Tepechitlán,21.6667,-103.3333,Mexico,MX,Zacatecas,minor,8972,8972
Almoloya del Río,19.1586,-99.4886,Mexico,MX,Morelos,minor,8939,8939
Monte Escobedo,22.3000,-103.5667,Mexico,MX,Zacatecas,minor,8929,8929
Santa María del Tule,17.0465,-96.6363,Mexico,MX,Oaxaca,minor,8918,8918
Santa Cruz Atizapán,19.1756,-99.4886,Mexico,MX,México,minor,8909,8909
San José de Gracia,22.1500,-102.4167,Mexico,MX,Aguascalientes,minor,8896,8896
Santo Tomás de los Plátanos,19.1817,-100.2589,Mexico,MX,México,minor,8888,8888
San Joaquín,20.9833,-99.5000,Mexico,MX,Querétaro,minor,8865,1985
Ayapango,19.1264,-98.8028,Mexico,MX,México,minor,8864,8864
Tlacotalpan,18.6167,-95.6667,Mexico,MX,Veracruz,minor,8853,7600
Ahuacatlán,21.0536,-104.4869,Mexico,MX,Nayarit,minor,8819,8819
Santa Bárbara,26.8133,-105.8203,Mexico,MX,Chihuahua,minor,8765,8765
Tlanalapa,19.8167,-98.6000,Mexico,MX,Hidalgo,minor,8662,8662
Rayón,19.1481,-99.5800,Mexico,MX,México,minor,8590,8590
Ahumada,30.6186,-106.5122,Mexico,MX,Chihuahua,minor,8575,8575
Seyé,20.8372,-89.3719,Mexico,MX,Yucatán,minor,8369,8369
Concordia,23.2883,-106.0675,Mexico,MX,Sinaloa,minor,8328,8328
Nopaltepec,19.7819,-98.7125,Mexico,MX,Morelos,minor,8182,8182
Tacotalpa,17.5931,-92.8258,Mexico,MX,Tabasco,minor,8071,8071
Altar,30.7136,-111.8353,Mexico,MX,Sonora,minor,7927,7927
El Higo,21.7667,-98.4500,Mexico,MX,Veracruz,minor,7844,7844
Guerrero,28.5478,-107.4856,Mexico,MX,Chihuahua,minor,7751,7751
San Pablo Villa de Mitla,16.9170,-96.4000,Mexico,MX,Oaxaca,minor,7547,1079
Tenabo,20.0333,-90.2167,Mexico,MX,Campeche,minor,7543,7543
Omitlán de Juárez,20.1697,-98.6478,Mexico,MX,Hidalgo,minor,7529,7529
Cuauhtémoc,19.3281,-103.6028,Mexico,MX,Colima,minor,7513,7513
Santa María Huatulco,15.8500,-96.3333,Mexico,MX,Oaxaca,minor,7409,7409
Hopelchén,19.7444,-89.8453,Mexico,MX,Campeche,minor,7295,7295
Conkal,21.0733,-89.5208,Mexico,MX,Yucatán,minor,7173,7173
Ciudad Cerralvo,26.0899,-99.6147,Mexico,MX,Nuevo León,minor,7169,7169
Tlalnepantla,19.0100,-99.0000,Mexico,MX,Morelos,minor,7166,7166
Kantunilkín,21.1000,-87.4833,Mexico,MX,Quintana Roo,minor,7150,7150
Santa Eulalia,28.5939,-105.8878,Mexico,MX,Chihuahua,minor,7135,7135
San Buenaventura,29.8333,-107.4667,Mexico,MX,Chihuahua,minor,6957,6957
Ixtenco,19.2514,-97.8942,Mexico,MX,Tlaxcala,minor,6791,6791
Villa Díaz Ordaz,16.9981,-96.4314,Mexico,MX,Oaxaca,minor,6646,6646
Cosalá,24.4125,-106.6917,Mexico,MX,Sinaloa,minor,6577,6577
Tetecala,18.7167,-99.3833,Mexico,MX,Morelos,minor,6473,6473
Naco,31.3269,-109.9478,Mexico,MX,Sonora,minor,6401,6401
Ixtapan del Oro,19.2614,-100.2628,Mexico,MX,México,minor,6349,6349
Celestún,20.8583,-90.4000,Mexico,MX,Yucatán,minor,6269,6269
Ixcateopan de Cuauhtémoc,18.5000,-99.7933,Mexico,MX,Guerrero,minor,6104,6104
San Antonino Castillo Velasco,16.8031,-96.6839,Mexico,MX,Oaxaca,minor,6009,6009
San Miguel Panixtlahuaca,16.2597,-97.3781,Mexico,MX,Oaxaca,minor,5930,5930
Santa María del Oro,25.9333,-105.3667,Mexico,MX,Durango,minor,5878,5878
Dzilam González,21.2800,-88.9292,Mexico,MX,Yucatán,minor,5875,5875
Guadalupe y Calvo,26.0950,-106.9644,Mexico,MX,Chihuahua,minor,5816,5816
Sahuaripa,29.0500,-109.2333,Mexico,MX,Sonora,minor,5792,5792
Mapimí,25.8331,-103.8478,Mexico,MX,Durango,minor,5623,5623
Rosales,28.2000,-105.5500,Mexico,MX,Chihuahua,minor,5570,5570
Panindícuaro,19.9828,-101.7606,Mexico,MX,Michoacán de Ocampo,minor,5565,5565
Sotuta,20.5968,-89.0082,Mexico,MX,Yucatán,minor,5548,5548
San Nicolás Tolentino,22.2489,-100.5525,Mexico,MX,San Luis Potosí,minor,5547,5547
San Simón de Guerrero,19.0225,-100.0067,Mexico,MX,México,minor,5408,5408
Palo Alto,21.9167,-101.9667,Mexico,MX,Aguascalientes,minor,5399,5399
General Bravo,25.8000,-99.1667,Mexico,MX,Nuevo León,minor,5385,5385
Totontepec Villa de Morelos,17.2567,-96.0269,Mexico,MX,Oaxaca,minor,5361,5361
Gómez Farías,29.3583,-107.7361,Mexico,MX,Chihuahua,minor,5330,5330
Lampazos de Naranjo,27.0250,-100.5056,Mexico,MX,Nuevo León,minor,5305,5305
Nombre de Dios,23.8500,-104.2333,Mexico,MX,Durango,minor,5302,5302
Benjamín Hill,30.1667,-111.1000,Mexico,MX,Sonora,minor,5285,5285
Peñón Blanco,24.7833,-104.0333,Mexico,MX,Durango,minor,5271,5271
Panabá,21.2964,-88.2706,Mexico,MX,Yucatán,minor,5232,5232
Tayoltita,24.0833,-105.9333,Mexico,MX,Durango,minor,5124,5124
Santa Catarina,21.1406,-100.0619,Mexico,MX,Guanajuato,minor,5120,5120
Ocampo,22.8444,-99.3358,Mexico,MX,Tamaulipas,minor,5095,5095
Angostura,25.3653,-108.1622,Mexico,MX,Sinaloa,minor,5086,5086
Erongarícuaro,19.5833,-101.7167,Mexico,MX,Michoacán de Ocampo,minor,5000,5000
Apozol,21.4667,-103.0833,Mexico,MX,Zacatecas,minor,5000,5000
Coatecas Altas,16.5392,-96.6689,Mexico,MX,Oaxaca,minor,4823,4823
Mier,26.4306,-99.1486,Mexico,MX,Tamaulipas,minor,4762,4762
Alto Lucero,19.6167,-96.7333,Mexico,MX,Veracruz,minor,4693,4693
Otatitlán,18.1772,-96.0342,Mexico,MX,Veracruz,minor,4659,4659
Huitzilac,19.0283,-99.2672,Mexico,MX,Morelos,minor,4568,4568
Chucándiro,19.9003,-101.3317,Mexico,MX,Michoacán de Ocampo,minor,4559,4559
Santa María Mixtequilla,16.3737,-95.2605,Mexico,MX,Oaxaca,minor,4555,4555
Baca,21.1092,-89.3986,Mexico,MX,Yucatán,minor,4553,4553
San Ignacio,23.9367,-106.4275,Mexico,MX,Sinaloa,minor,4543,4543
Asientos,22.2397,-102.0889,Mexico,MX,Aguascalientes,minor,4517,4517
Texcalyacac,19.1542,-99.4819,Mexico,MX,México,minor,4514,4514
Nueva Ciudad Guerrero,26.5661,-99.2272,Mexico,MX,Tamaulipas,minor,4477,4312
Santiago Textitlán,16.6911,-97.2597,Mexico,MX,Oaxaca,minor,4404,4404
General Cepeda,25.3790,-101.4790,Mexico,MX,Coahuila de Zaragoza,minor,4382,4382
Santiago Chazumba,18.1889,-97.6806,Mexico,MX,Oaxaca,minor,4371,4371
Mina,26.0167,-100.5167,Mexico,MX,Nuevo León,minor,4309,4309
El Oro,26.8592,-105.8475,Mexico,MX,Chihuahua,minor,4249,4249
San Pablo Coatlán,16.2167,-96.7833,Mexico,MX,Oaxaca,minor,4245,4245
Valle de Allende,26.9333,-105.4000,Mexico,MX,Chihuahua,minor,4185,4185
Castillo de Teayo,20.7500,-97.6333,Mexico,MX,Veracruz,minor,4159,4159
Súchil,23.6333,-103.9167,Mexico,MX,Durango,minor,4107,4107
Santiago Huajolotitlán,17.8256,-97.7314,Mexico,MX,Oaxaca,minor,4083,4083
Chicxulub Pueblo,21.1364,-89.5167,Mexico,MX,Yucatán,minor,4080,4080
Minatitlán,19.3833,-104.0500,Mexico,MX,Colima,minor,4009,4009
Hueypoxtla,19.9000,-99.0833,Mexico,MX,Morelos,minor,3989,3989
Xpujil,18.5056,-89.3972,Mexico,MX,Campeche,minor,3984,3984
Apango,17.7414,-99.3281,Mexico,MX,Guerrero,minor,3981,3981
Santa Catarina Loxicha,16.0667,-96.7500,Mexico,MX,Oaxaca,minor,3905,3905
Timucuy,20.8106,-89.5133,Mexico,MX,Yucatán,minor,3872,3872
Santa Lucía Ocotlán,16.7411,-96.6808,Mexico,MX,Oaxaca,minor,3855,3855
Huayacocotla,20.5500,-98.4833,Mexico,MX,Veracruz,minor,3847,3847
Ocampo,19.5831,-100.3389,Mexico,MX,Michoacán de Ocampo,minor,3799,3799
Sucilá,21.1544,-88.3136,Mexico,MX,Yucatán,minor,3785,3785
San Marcos,20.7833,-104.1833,Mexico,MX,Jalisco,minor,3783,3783
Bustamante,26.5333,-100.5000,Mexico,MX,Nuevo León,minor,3773,3773
Papalotla,19.5622,-98.8578,Mexico,MX,México,minor,3766,3766
Ixil,21.1522,-89.4822,Mexico,MX,Yucatán,minor,3728,3728
Badiraguato,25.3631,-107.5517,Mexico,MX,Sinaloa,minor,3725,3725
Ocampo,27.3139,-102.3972,Mexico,MX,Coahuila de Zaragoza,minor,3679,3679
San Mateo Yoloxochitlán,18.1422,-96.8681,Mexico,MX,Oaxaca,minor,3614,3614
San Esteban Atatlahuca,17.0664,-97.6775,Mexico,MX,Oaxaca,minor,3596,3596
Ignacio Zaragoza,29.6433,-107.7639,Mexico,MX,Chihuahua,minor,3518,3518
Tixpehual,20.9778,-89.4417,Mexico,MX,Yucatán,minor,3470,3470
Ozuluama de Mascareñas,21.6667,-97.8500,Mexico,MX,Veracruz,minor,3439,3439
General Enrique Estrada,23.0000,-102.7333,Mexico,MX,Zacatecas,minor,3436,3436
Santa Cruz Mixtepec,16.8000,-96.8667,Mexico,MX,Oaxaca,minor,3425,3425
Chamula,16.7875,-92.6892,Mexico,MX,Chiapas,minor,3329,3329
Amatlán de Cañas,20.8000,-104.4000,Mexico,MX,Nayarit,minor,3275,3275
Cenotillo,20.9656,-88.6025,Mexico,MX,Yucatán,minor,3272,3272
Aporo,19.6697,-100.4097,Mexico,MX,Michoacán de Ocampo,minor,3218,3218
Antiguo Morelos,22.5497,-99.0847,Mexico,MX,Tamaulipas,minor,3104,3104
Palizada,18.2546,-92.0915,Mexico,MX,Campeche,minor,3089,3089
La Unión,17.9667,-101.8167,Mexico,MX,Guerrero,minor,3079,3079
Guadalupe,31.3897,-106.1014,Mexico,MX,Chihuahua,minor,3022,3022
Yaxcabá,20.5481,-88.8272,Mexico,MX,Yucatán,minor,3007,3007
San Andrés Duraznal,17.1333,-92.8083,Mexico,MX,Chiapas,minor,2987,2987
Ciénega de Zimatlán,16.8833,-96.7667,Mexico,MX,Oaxaca,minor,2953,2953
Juchitán,16.6256,-98.6353,Mexico,MX,Guerrero,minor,2944,2944
Guanaceví,25.9320,-105.9540,Mexico,MX,Durango,minor,2908,2908
Nautla,20.2167,-96.7833,Mexico,MX,Veracruz,minor,2890,2417
Pluma Hidalgo,15.9258,-96.4178,Mexico,MX,Oaxaca,minor,2871,2871
Calotmul,21.0189,-88.1769,Mexico,MX,Yucatán,minor,2764,2764
San Sebastián Coatlán,16.2000,-96.8333,Mexico,MX,Oaxaca,minor,2678,2678
La Pe,16.6333,-96.8000,Mexico,MX,Oaxaca,minor,2632,2632
Matamoros,26.7625,-105.5847,Mexico,MX,Chihuahua,minor,2615,2615
Ucú,21.0308,-89.7469,Mexico,MX,Yucatán,minor,2601,2601
Santiago Ayuquililla,17.9342,-97.9581,Mexico,MX,Oaxaca,minor,2583,2583
Chalma,21.2167,-98.4000,Mexico,MX,Veracruz,minor,2555,2555
San Baltazar Chichicapam,16.7667,-96.4833,Mexico,MX,Oaxaca,minor,2494,2494
Texcaltitlán,18.9297,-99.9372,Mexico,MX,México,minor,2361,2361
Tamazula de Victoria,24.9700,-106.9656,Mexico,MX,Durango,minor,2337,2337
Villa Talea de Castro,17.3617,-96.2483,Mexico,MX,Oaxaca,minor,2279,2279
Valle de Zaragoza,27.4572,-105.8108,Mexico,MX,Chihuahua,minor,2223,2223
López,27.0000,-105.0333,Mexico,MX,Chihuahua,minor,2184,2148
Praxedis G. Guerrero,31.3728,-106.0056,Mexico,MX,Chihuahua,minor,2128,2128
Tampico Alto,22.1167,-97.8000,Mexico,MX,Veracruz,minor,2126,2126
San Andrés Dinicuiti,17.6833,-97.7333,Mexico,MX,Oaxaca,minor,2112,2112
Tinum,20.7664,-88.3917,Mexico,MX,Yucatán,minor,2111,2111
Bachíniva,28.7686,-107.2536,Mexico,MX,Chihuahua,minor,2109,2109
Balleza,26.9500,-106.3500,Mexico,MX,Chihuahua,minor,2087,2087
Témoris,27.2667,-108.2500,Mexico,MX,Chihuahua,minor,2053,2053
Topia,25.2167,-106.5667,Mexico,MX,Durango,minor,2051,2051
Mococha,21.1056,-89.4514,Mexico,MX,Yucatán,minor,2042,2042
Camarón de Tejeda,19.0167,-96.6167,Mexico,MX,Veracruz,minor,2019,2019
Chínipas,27.4000,-108.5333,Mexico,MX,Chihuahua,minor,1934,1934
Villa Hidalgo,17.1833,-96.1833,Mexico,MX,Oaxaca,minor,1917,1917
Iturbide,24.7253,-99.9000,Mexico,MX,Nuevo León,minor,1896,1896
Temósachic,28.9533,-107.8306,Mexico,MX,Chihuahua,minor,1841,1841
Aculco,20.0983,-99.8269,Mexico,MX,México,minor,1823,1823
Moris,28.1492,-108.5194,Mexico,MX,Chihuahua,minor,1799,1799
Julimes,28.4333,-105.4000,Mexico,MX,Chihuahua,minor,1795,1795
Namiquipa,29.2503,-107.4092,Mexico,MX,Chihuahua,minor,1752,1752
San Francisco del Mezquital,23.4733,-104.3958,Mexico,MX,Durango,minor,1742,1742
Aconchi,29.8167,-110.2167,Mexico,MX,Sonora,minor,1741,1741
Telchac Puerto,21.3500,-89.2667,Mexico,MX,Yucatán,minor,1722,1722
San Juan de Guadalupe,24.6167,-102.7667,Mexico,MX,Durango,minor,1712,1712
Matachí,28.8431,-107.7556,Mexico,MX,Chihuahua,minor,1710,1710
Candela,26.8333,-100.6667,Mexico,MX,Coahuila de Zaragoza,minor,1672,1672
Carichí,27.9167,-107.0500,Mexico,MX,Chihuahua,minor,1672,1672
La Cruz,27.8639,-105.1964,Mexico,MX,Chihuahua,minor,1671,1671
Hidalgo,27.7911,-99.8742,Mexico,MX,Coahuila de Zaragoza,minor,1638,1638
Momax,21.9333,-103.3167,Mexico,MX,Zacatecas,minor,1626,1626
Santo Domingo de Morelos,15.8330,-96.6681,Mexico,MX,Oaxaca,minor,1620,1620
San Luis del Cordero,25.4167,-104.2667,Mexico,MX,Durango,minor,1584,1584
Chiconamel,21.2333,-98.4500,Mexico,MX,Veracruz,minor,1517,1517
San José Ayuquila,17.9408,-97.9692,Mexico,MX,Oaxaca,minor,1512,1512
Apulco,21.3833,-102.6667,Mexico,MX,Zacatecas,minor,1453,1453
Zapotitlán Palmas,17.8889,-97.8178,Mexico,MX,Oaxaca,minor,1431,1431
Real de Catorce,23.6897,-100.8875,Mexico,MX,San Luis Potosí,minor,1392,1392
Bustamante,23.4353,-99.7569,Mexico,MX,Tamaulipas,minor,1392,1392
San Jerónimo Silacayoapilla,17.8086,-97.8456,Mexico,MX,Oaxaca,minor,1391,1391
Santa Isabel,28.3422,-106.3683,Mexico,MX,Chihuahua,minor,1378,1378
Coahuayutla de Guerrero,18.3167,-101.8167,Mexico,MX,Guerrero,minor,1373,1373
General Simón Bolívar,24.6833,-103.2167,Mexico,MX,Durango,minor,1321,1321
Arivechi,28.9333,-109.1833,Mexico,MX,Sonora,minor,1280,1280
Nonoava,27.4667,-106.7333,Mexico,MX,Chihuahua,minor,1272,1272
Batopilas,27.0267,-107.7394,Mexico,MX,Chihuahua,minor,1220,1220
San Pedro Taviche,16.6364,-96.5372,Mexico,MX,Oaxaca,minor,1208,1208
Uruachi,27.8672,-108.2158,Mexico,MX,Chihuahua,minor,1199,1199
Cotaxtla,18.8333,-96.3833,Mexico,MX,Veracruz,minor,1167,1167
Jiménez,29.0697,-100.6750,Mexico,MX,Coahuila de Zaragoza,minor,1160,1160
San Francisco de Borja,27.8833,-106.6667,Mexico,MX,Chihuahua,minor,1157,1157
Huachinera,30.2000,-108.9500,Mexico,MX,Sonora,minor,1147,1147
Huépac,29.9000,-110.2000,Mexico,MX,Sonora,minor,1142,1142
Abasolo,27.1833,-101.4167,Mexico,MX,Coahuila de Zaragoza,minor,1130,1130
Coronado,26.7372,-105.1583,Mexico,MX,Chihuahua,minor,1121,1121
Urique,27.2167,-107.9167,Mexico,MX,Chihuahua,minor,1102,1102
Palmillas,23.3019,-99.5489,Mexico,MX,Tamaulipas,minor,1092,1092
Villa Ocampo,26.4500,-105.5167,Mexico,MX,Durango,minor,1076,1076
Santa María Cortijo,16.4500,-98.2833,Mexico,MX,Oaxaca,minor,1075,1075
Benito Juárez,20.8833,-98.2000,Mexico,MX,Veracruz,minor,1069,1069
Santa Cruz,31.2336,-110.5953,Mexico,MX,Sonora,minor,1038,1038
Colonia Manuel González,19.0750,-96.6958,Mexico,MX,Veracruz,minor,982,982
Huásabas,29.9000,-109.3000,Mexico,MX,Sonora,minor,966,966
Guerrero,28.3083,-100.3769,Mexico,MX,Coahuila de Zaragoza,minor,959,959
Granados,29.8667,-109.2833,Mexico,MX,Sonora,minor,938,938
San Carlos,29.1000,-103.9000,Mexico,MX,Chihuahua,minor,916,916
Sáric,31.1031,-111.3778,Mexico,MX,Sonora,minor,892,892
Apoala,17.6472,-97.1361,Mexico,MX,Oaxaca,minor,875,875
Fronteras,30.8961,-109.5583,Mexico,MX,Sonora,minor,874,834
San Cristóbal de la Barranca,21.0444,-103.4292,Mexico,MX,Jalisco,minor,859,859
Coneto de Comonfort,24.9833,-104.9333,Mexico,MX,Durango,minor,858,858
Morelos,26.6708,-107.6775,Mexico,MX,Chihuahua,minor,813,813
Maguarichi,27.8581,-107.9939,Mexico,MX,Chihuahua,minor,801,801
Bocoyna,27.8403,-107.5892,Mexico,MX,Chihuahua,minor,796,796
Saltillo,19.2966,-97.2990,Mexico,MX,Puebla,minor,762,762
Canelas,25.1000,-106.5667,Mexico,MX,Durango,minor,734,734
Atil,30.8436,-111.5836,Mexico,MX,Sonora,minor,734,734
Carretas,28.2489,-106.5100,Mexico,MX,Chihuahua,minor,726,726
Coyame,29.4614,-105.0972,Mexico,MX,Chihuahua,minor,709,709
San Bernardo,25.9833,-105.5500,Mexico,MX,Durango,minor,700,700
San Andrés,28.5458,-106.5017,Mexico,MX,Chihuahua,minor,662,662
Indé,25.9119,-105.2222,Mexico,MX,Durango,minor,659,659
Conchos,27.5833,-105.3167,Mexico,MX,Chihuahua,minor,644,644
San Pedro del Gallo,25.5500,-104.3000,Mexico,MX,Durango,minor,634,634
Villa Hidalgo,26.2486,-104.9144,Mexico,MX,Durango,minor,614,614
Ocampo,28.1933,-108.3667,Mexico,MX,Chihuahua,minor,527,527
Santa Ana Ateixtlahuaca,18.1833,-96.9000,Mexico,MX,Oaxaca,minor,516,516
Satevó,27.9542,-106.1064,Mexico,MX,Chihuahua,minor,445,445
San Juan Achiutla,17.3444,-97.5069,Mexico,MX,Oaxaca,minor,376,376
Opodepe,29.9167,-110.6167,Mexico,MX,Sonora,minor,346,346
Huejotitán,27.0667,-106.2000,Mexico,MX,Chihuahua,minor,345,243
Valle del Rosario,27.3167,-106.3000,Mexico,MX,Chihuahua,minor,263,263
San Martín Huamelulpam,17.3972,-97.6014,Mexico,MX,Oaxaca,minor,113,113
Ciudad Guzmán,19.7000,-103.4667,Mexico,MX,Jalisco,minor,97,97
San Nicolás,24.6833,-98.8167,Mexico,MX,Tamaulipas,minor,87,87
Cusihuiriachi,28.2411,-106.8367,Mexico,MX,Chihuahua,minor,63,63
Ciudad Ayala,18.7667,-98.9833,Mexico,MX,Morelos,minor,6,6
Los Reyes Acaquilpan,19.3636,-98.9771,Mexico,MX,México,minor,,
Xico,19.2917,-98.9389,Mexico,MX,México,minor,,
Ocozocoautla de Espinosa,16.7615,-93.3757,Mexico,MX,Chiapas,minor,,
El Salto,20.5194,-103.1817,Mexico,MX,Jalisco,minor,,
Arandas,20.7052,-102.3464,Mexico,MX,Jalisco,minor,,
San Juan de los Lagos,21.2489,-102.3304,Mexico,MX,Jalisco,minor,,
San Martin Texmelucan de Labastida,19.2843,-98.4388,Mexico,MX,Puebla,minor,,
Tlapacoyan,19.9617,-97.2108,Mexico,MX,Veracruz,minor,,
San Antonio la Isla,19.1644,-99.5668,Mexico,MX,Morelos,minor,,
Huatusco,19.1489,-96.9661,Mexico,MX,Veracruz,minor,,
San Andrés Tuxtla,18.4487,-95.2133,Mexico,MX,Veracruz,minor,,
Venustiano Carranza,16.3384,-92.5616,Mexico,MX,Chiapas,minor,,
General Zuazua,25.8970,-100.1082,Mexico,MX,Nuevo León,minor,,
Heróica Zitácuaro,19.4361,-100.3573,Mexico,MX,Michoacán de Ocampo,minor,,
San Miguel el Alto,21.0301,-102.4041,Mexico,MX,Jalisco,minor,,
Tuxpan,19.5556,-103.3759,Mexico,MX,Jalisco,minor,,
Tacámbaro de Codallos,19.2350,-101.4582,Mexico,MX,Michoacán de Ocampo,minor,,
Zapotlanejo,20.6225,-103.0677,Mexico,MX,Jalisco,minor,,
Martínez de la Torre,20.0708,-97.0608,Mexico,MX,Veracruz,minor,,
Ocotlán,20.3553,-102.7736,Mexico,MX,Jalisco,minor,,
Tala,20.6536,-103.7009,Mexico,MX,Jalisco,minor,,
Zinacatepec,18.3352,-97.2462,Mexico,MX,Puebla,minor,,
Villa Vicente Guerrero,19.1190,-98.1700,Mexico,MX,Tlaxcala,minor,,
Sayula de Alemán,17.8819,-94.9599,Mexico,MX,Veracruz,minor,,
Puente de Ixtla,18.6172,-99.3224,Mexico,MX,Morelos,minor,,
Valle de Santiago,20.3928,-101.1969,Mexico,MX,Guanajuato,minor,,
Motozintla,15.3669,-92.2460,Mexico,MX,Chiapas,minor,,
Cherán,19.6854,-101.9537,Mexico,MX,Michoacán de Ocampo,minor,,
Jalostotitlán,21.1674,-102.4639,Mexico,MX,Jalisco,minor,,
Reforma,17.8658,-93.1471,Mexico,MX,Chiapas,minor,,
Teocaltiche,21.4342,-102.5745,Mexico,MX,Jalisco,minor,,
Filomeno Mata,20.2000,-97.7039,Mexico,MX,Veracruz,minor,,
Nanchital de Lázaro Cárdenas del Río,18.0712,-94.4076,Mexico,MX,Veracruz,minor,,
Nuevo San Juan Parangaricutiro,19.4000,-102.1333,Mexico,MX,Michoacán de Ocampo,minor,,
Cosamaloapan,18.3676,-95.7986,Mexico,MX,Veracruz,minor,,
Ajalpan,18.3783,-97.2594,Mexico,MX,Puebla,minor,,
Tenango,19.1025,-99.5889,Mexico,MX,México,minor,,
Villa Zaragoza,22.0397,-100.7297,Mexico,MX,San Luis Potosí,minor,,
Axochiapan,18.5000,-98.7500,Mexico,MX,Morelos,minor,,
Bochil,16.9962,-92.8922,Mexico,MX,Chiapas,minor,,
Altepexi,18.3703,-97.2997,Mexico,MX,Puebla,minor,,
Zapotiltic,19.6275,-103.4175,Mexico,MX,Jalisco,minor,,
Huixtla,15.1402,-92.4659,Mexico,MX,Chiapas,minor,,
Atotonilco el Alto,20.5506,-102.5042,Mexico,MX,Jalisco,minor,,
Río Blanco,18.8304,-97.1560,Mexico,MX,Veracruz,minor,,
Jocotepec,20.2853,-103.4290,Mexico,MX,Jalisco,minor,,
Ciudad Mendoza,18.8033,-97.1808,Mexico,MX,Veracruz,minor,,
Tlaquiltenango,18.6343,-99.1632,Mexico,MX,Morelos,minor,,
Río Grande,23.8063,-103.0694,Mexico,MX,Zacatecas,minor,,
Mazatecochco,19.1787,-98.1868,Mexico,MX,Tlaxcala,minor,,
Ixtaczoquitlán,18.8500,-97.0667,Mexico,MX,Veracruz,minor,,
Coatzintla,20.4870,-97.4682,Mexico,MX,Veracruz,minor,,
Palenque,17.5092,-91.9822,Mexico,MX,Chiapas,minor,,
Cuautlancingo,19.0900,-98.2732,Mexico,MX,Puebla,minor,,
Cosoleacaque,17.9994,-94.6364,Mexico,MX,Veracruz,minor,,
Villaflores,16.2333,-93.2692,Mexico,MX,Chiapas,minor,,
Las Choapas,17.9118,-94.0965,Mexico,MX,Veracruz,minor,,
Sayula,19.8823,-103.6003,Mexico,MX,Jalisco,minor,,
Encarnación de Díaz,21.5271,-102.2401,Mexico,MX,Jalisco,minor,,
El Grullo,19.8060,-104.2180,Mexico,MX,Jalisco,minor,,
Tonanitla,19.6881,-99.0539,Mexico,MX,México,minor,,
San Julián,21.0103,-102.1797,Mexico,MX,Jalisco,minor,,
Yajalón,17.1728,-92.3331,Mexico,MX,Chiapas,minor,,
Pinotepa,16.3401,-98.0530,Mexico,MX,Oaxaca,minor,,
Puruándiro,20.0881,-101.5156,Mexico,MX,México,minor,,
San Mateo Atenco,19.2676,-99.5321,Mexico,MX,Morelos,minor,,
Yuriria,20.2108,-101.1321,Mexico,MX,Guanajuato,minor,,
Comalapa,15.6583,-92.1414,Mexico,MX,Chiapas,minor,,
Tierra Blanca,18.4489,-96.3572,Mexico,MX,Veracruz,minor,,
Pichucalco,17.5100,-93.1159,Mexico,MX,Chiapas,minor,,
Magdalena,20.9074,-103.9780,Mexico,MX,Jalisco,minor,,
Ixtlán del Río,21.0300,-104.3700,Mexico,MX,Nayarit,minor,,
Jiquílpan de Juárez,19.9948,-102.7197,Mexico,MX,México,minor,,
Valle de Banderas,20.8000,-105.2333,Mexico,MX,Nayarit,minor,,
Ciudad de Nanacamilpa,19.4925,-98.5353,Mexico,MX,Tlaxcala,minor,,
Ciudad de Armería,18.9378,-103.9642,Mexico,MX,Colima,minor,,
Altotonga,19.7661,-97.2451,Mexico,MX,Veracruz,minor,,
Jojutla,18.6152,-99.1798,Mexico,MX,Morelos,minor,,
Tatahuicapan,18.2462,-94.7612,Mexico,MX,Veracruz,minor,,
Coyuca de Benítez,17.0333,-100.0667,Mexico,MX,Guerrero,minor,,
Ixtlahuacán de los Membrillos,20.3467,-103.1914,Mexico,MX,Jalisco,minor,,
Poncitlán,20.3796,-102.9256,Mexico,MX,Jalisco,minor,,
Cacahoatán,14.9898,-92.1681,Mexico,MX,Chiapas,minor,,
Emiliano Zapata,17.7414,-91.7636,Mexico,MX,Chiapas,minor,,
San Fernando,16.8715,-93.2076,Mexico,MX,Chiapas,minor,,
Zacapú,19.8140,-101.7916,Mexico,MX,Michoacán de Ocampo,minor,,
El Bosque,17.0627,-92.7215,Mexico,MX,Chiapas,minor,,
Ayotlán,20.5281,-102.3283,Mexico,MX,Jalisco,minor,,
Tingambato,19.5011,-101.8533,Mexico,MX,Michoacán de Ocampo,minor,,
Purísima de Bustos,21.0333,-101.8667,Mexico,MX,Guanajuato,minor,,
El Pueblito,20.5397,-100.4414,Mexico,MX,Querétaro,minor,,
Tepalcingo,18.5950,-98.8454,Mexico,MX,Morelos,minor,,
Acaponeta,22.4964,-105.3594,Mexico,MX,Nayarit,minor,,
Víctor Rosales,22.9484,-102.7027,Mexico,MX,Zacatecas,minor,,
Quiroga,19.6656,-101.5229,Mexico,MX,Michoacán de Ocampo,minor,,
Oluta,17.9282,-94.8969,Mexico,MX,Veracruz,minor,,
